ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
xiaoqingge 小情歌,小情歌,B377,"【开始】主歌“唱出我们心头的”后，爆3轨右滑条。
【结束】3轨条中。（备注）",B634,"【开始】第二次副歌，过两单点，爆4轨单点。
【结束】4-3-2第二个：3轨单点。（备注）",75,B377,"【开始】主歌“唱出我们心头的”后，爆3轨右滑条。
【结束】3轨条中。（备注）",39,2
xiaosandeyanhuo 消散的烟火,消散的烟火,A261,"开始:四轨条后，爆一轨单点
结束:二轨条后，四轨单点",B770,"开始:三轨条后，爆四轨单点
结束:三轨条后，一轨单点",62.4,A261,"开始:四轨条后，爆一轨单点
结束:二轨条后，四轨单点",31.2,1
xiaoxingxing 小星星,小星星*（100）,A350,"【开始】1&4轨双短条后，让过一个点，爆3轨单点。
【结束】3轨条尾。",B801,"【开始】1&4轨双短条后，爆2-3-2-3第一个：2轨单点。
【结束】右手拐条汇总：4轨左滑时。",76,B801,"【开始】1&4轨双短条后，爆2-3-2-3第一个：2轨单点。
【结束】右手拐条汇总：4轨左滑时。",41,2
xingfudejiepai 幸福的节拍,幸福的节拍*,B404,"【开始】1&4轨双点后，爆4-3-2第二个：3轨单点。
【结束】1轨条尾&3轨两连点第一个。（非满分）",B467,"【开始】一爆结束过半秒，爆1轨二连点。
【结束】1轨连连的后，3轨二连点第一个。（接近双爆）",60,B467,"【开始】一爆结束过半秒，爆1轨二连点。
【结束】1轨连连的后，3轨二连点第一个。（接近双爆）",30,2
xingyeyuanjin 星夜愿景,星夜愿景,A349,"开始:一轨拐条后，爆一轨单点+五轨拐条
结束:二五轨双打",B682,"开始:五轨条后，爆一轨拐条+五轨单点
结束:一四轨双打",93.4,A349,"开始:一轨拐条后，爆一轨单点+五轨拐条
结束:二五轨双打",46.7,1
xiulianaiqing 修炼爱情,修炼爱情,B547,"【开始】1&4轨双点后，空气后，爆1&4轨双条。
【结束】双点后，3轨三连点第一个。（备注）",B825,"【开始】2&4轨双点后，爆3轨三连点。
【结束】歌曲结束，1&4双条尾。（备注）",84,B825,"【开始】2&4轨双点后，爆3轨三连点。
【结束】歌曲结束，1&4双条尾。（备注）",42,2
xuanwuguodu 炫舞国度,炫舞国度,A109,"【开始】左手倒L后，让过两个点，爆2轨左滑条。
【结束】右手拐条，第二次左滑时。",B340,"【开始】2轨向左滑键后，爆3轨右滑条。
【结束】390左手条，第二次左滑时。",68,B340,"【开始】2轨向左滑键后，爆3轨右滑条。
【结束】390左手条，第二次左滑时。",35,2
xuanwushiguang 炫舞时光,炫舞时光,A143,"【开始】二轨单点后，二轨拐条按住左滑时爆
【结束】一轨二连点后，三轨单点",B700,"【开始】698cb三轨单点后，二轨短条按住2cb爆
【结束】一轨短条后第四个单点：四轨单点",67.4,B700,"【开始】698cb三轨单点后，二轨短条按住2cb爆
【结束】一轨短条后第四个单点：四轨单点",33.8,1
yanghuaqing 氧化氢,氧化氢,A198,"【开始】 五轨拐条后，一轨拐条+四轨右滑键按住爆第一次右滑：一轨右滑
【结束】一轨单点+五轨拐条左滑",A287,"【开始】 一轨右滑键后，二轨拐条按住爆四轨单点
【结束】二轨拐条左滑+五轨二连点第二个",93.2,A198,"【开始】 五轨拐条后，一轨拐条+四轨右滑键按住爆第一次右滑：一轨右滑
【结束】一轨单点+五轨拐条左滑",46.7,1
yanleisusu 眼泪簌簌,眼泪簌簌,B318,"【开始】一轨短条后，爆三轨单点
【结束】一轨单点后，二轨单点",B434,"【开始】428五轨短条后，过二轨单点，爆三轨单点
【结束】二轨单点后，一轨单点",60.9,B318,"【开始】一轨短条后，爆三轨单点
【结束】一轨单点后，二轨单点",30.6,2
yesterday yesterday,YESTERDAY,B594,【开始】爆1轨单点&4轨直条   【结束】第一个1轨单点。,B662,【开始】爆3轨单点  【结束】1轨单点。,70,B594,【开始】爆1轨单点&4轨直条【结束】第一个1轨单点。,37,1
yiwentianhuang 一吻天荒,一吻天荒（20）,B650,【开始】3轨条右滑后&1轨条按住，过0.5-1秒爆   【结束】1&4双条中/尾。,B1161,【开始】1&4轨条双内滑后按住，过0.5-1秒爆【结束】2&3双条中/尾。,127,B1153,"【开始】“不会凋谢的花”爆“花”：1＆4轨双条双内滑时       
【结束】2&3轨双条中。",64,1
yiwupangwuzhiwen 以无旁骛之吻,以无旁骛之吻,B780,"开始:四轨单点后，爆一三轨双打
结束:一轨条尾+四轨左滑键",B909,"开始:二轨单点后，爆三轨单点
结束:二轨左滑键+三轨右滑条头",73.8,B909,"开始:二轨单点后，爆三轨单点
结束:二轨左滑键+三轨右滑条头",38.3,1
yiwupianpian 一舞翩翩,一舞翩翩,A232,"【开始】四轨单点后，爆一轨拐条
【结束】四轨单点接长条",B601,"【开始】一轨拐条后，爆四轨单点
【结束】四轨拐条结尾处",71.9,A232,"【开始】四轨单点后，爆一轨拐条
【结束】四轨单点接长条",36.2,1
yoasobi,ハルジオン,A130,"【开始】四轨点后，爆一轨右滑条“S”
【结束】四轨拐条中间",B525,"【开始】三轨点后，爆一轨拐条
【结束】三轨二连点+四轨条尾，歌曲结束",74,A130,"【开始】四轨点后，爆一轨右滑条“S”
【结束】四轨拐条中间",37.6,2
yoohoo yoohoo,YooHoo,A275,"【开始】三轨单点后，爆二轨左滑条
【结束】一轨右滑尾+四轨左滑尾",A399,"【开始】二轨单点后，爆三轨右滑条
【结束】一轨右滑尾+四轨左滑尾",79.8,A275,"【开始】三轨单点后，爆二轨左滑条
【结束】一轨右滑尾+四轨左滑尾",39.9,1
youdimache 邮递马车,邮递马车,A244,【开始】过二四轨双条，爆四轨右滑条头（存）  【结束】1&5轨双点（偷）,B571,【开始】557左手条后过3个单点，爆2&4轨双点  【结束】2轨右滑键+4轨单点,100.4,B598,【开始】1轨到5轨楼梯条爆中间三轨条右滑  【结束】1&5轨双点,51.8,2
yuju 逾矩,逾矩,A263,"开始:四轨条后，二轨拐条按住左滑时爆
结束:一轨单点",B602,"开始:一轨条后，四轨条按住左滑时爆
结束:四轨单点",62.7,A263,"开始:四轨条后，二轨拐条按住左滑时爆
结束:一轨单点",31.4,1
zaiyunji 在云际,在云际,A152,"【开始】146三轨条后过一轨单点爆二轨点
【结束】四轨左滑尾",B475,"【开始】三轨二连点后，过二轨单点爆二轨短条
【结束】一轨右滑尾",62.8,A152,"【开始】146三轨条后过一轨单点爆二轨点
【结束】四轨左滑尾",32.2,2
zenyangcainengshuoqingcikedexinqing 怎样才能说清此刻的心情,怎样才能说清此刻的心情,A291,"【开始】双直条后过三个点，爆2轨左滑条&4轨点。
【结束】A段结石，1&3轨双直条为。（双排一样）",B503,"【开始】双直条后过三个点，爆1轨点&3轨右滑条。
【结束】2&4轨双长条尾。（双排一样）",74,A291,"【开始】双直条后过三个点，爆2轨左滑条&4轨点。
【结束】A段结石，1&3轨双直条为。",37,2
zhaoyang 昭阳,昭阳,A487,"开始:二轨条头+三轨右滑按住4cb爆
结束:一轨二连点第二个+三轨右滑",B1200,"开始:三轨左滑条+四轨拐条按住4cb爆
结束:三轨条左滑+五轨二连点第二个",107.8,B1200,"开始:三轨左滑条+四轨拐条按住4cb爆
结束:三轨条左滑+五轨二连点第二个",53.9,1
zheyangbusuanai 这样不算爱,这样不算爱,A242,"【开始】236二轨短条后，爆四轨点
【结束】三轨二连点后，二轨点",B622,"【开始】617三轨短条后，爆一轨点
【结束】二轨二连点后，三轨点",59.2,A242,"【开始】236二轨短条后，爆四轨点
【结束】三轨二连点后，二轨点",29.6,1
zhidaoshijiezhongjie 直到世界终结,直到世界终结（困难版）,B484,【开始】五轨条按住，过四轨单点爆四轨左滑楼梯条  【结束】二轨条左滑+三轨单点,B952,【开始】927大拐条后的第六对双点：1&3轨双点  【结束】一轨条按住，吃到三轨右滑键,113,B952,【开始】927大拐条后的第六对双点：1&3轨双点  【结束】一轨条按住，吃到三轨右滑键,60.6,1
zhiwen 指纹,指纹,B673,"开始:空气后，一轨条按住右滑时爆
结束:二轨左滑键",B779,"开始:空气后，二轨条按住左滑时爆
结束:二轨条左滑",62.3,B779,"开始:空气后，二轨条按住左滑时爆
结束:二轨条左滑",31.2,1
zhiyouniwo 只有你我,只有你我,A217,"开始:三轨条后，爆一轨单点
结束:二轨单点",A281,"开始:二轨条后，爆四轨单点
结束:三轨单点",66.8,A281,"开始:二轨条后，爆四轨单点
结束:三轨单点",33.4,1
zhuore 灼热,灼热,B1020,【开始】四轨条按住，爆一轨单点，接4轨左滑+2轨点  【结束】一轨单点+三轨右滑,B1224,【开始】过三轨右滑，四轨条按住，爆一轨单点  【结束】刺刀第一对双点：2&5轨双点,132.5,B1020,【开始】四轨条按住，爆一轨单点，接4轨左滑+2轨点  【结束】一轨单点+三轨右滑,72.7,1
zuishachang 醉沙场,醉沙场,A261,"【开始】二轨短条后，过四轨点，爆一轨点
【结束】散点结束（三轨）",B624,"【开始】三轨短条后，过一轨点，爆四轨点
【结束】散点结束（二轨）",65,A261,"【开始】二轨短条后，过四轨点，爆一轨点
【结束】散点结束（三轨）",32.5,1
zuoguilian 做鬼脸,做鬼脸,B753,【开始】一轨短条后，直接爆五轨二连点加条  【结束】三轨条尾,B992,【开始】一轨按住，过2cb爆  【结束】3&5轨双条结尾,100.4,B992,【开始】一轨按住，过2cb爆  【结束】3&5轨双条结尾,50.1,1
zuotianjintian 昨天今天,昨天今天,A98,"【开始】四轨单点后，一轨拐条按住右滑时爆
【结束】五轨拐条左滑尾",B350,"【开始】一轨单点后，五轨轨条按住爆二轨拐条
【结束】四轨拐条右滑",84.9,B350,"【开始】一轨单点后，五轨轨条按住爆二轨拐条
【结束】四轨拐条右滑",48.8,2
Abracadabra,Abracadabra,A146,"【开始】141cb二轨左滑键后，三轨拐条按住爆右滑尾【结束】四轨左滑尾",B551,"【开始】546cb三轨短条后爆一轨+四轨双打
【结束】二轨二连点第二个",64.8,146,"【开始】141cb二轨左滑键后，三轨拐条按住爆右滑尾【结束】四轨左滑尾",33.8,1
bieshanduo 别闪躲,别闪躲,A265,"【开始】255cb二轨拐条后爆第一个三轨单点【结束】三轨单点",B576,"【开始】566cb三轨拐条后爆第一个二轨单点【结束】二轨单点",63.4,B576,"【开始】566cb三轨拐条后爆第一个二轨单点【结束】二轨单点",31.7,1
feelingu Feeling U,Feeling U,A258,"【开始】1-2-3点后，一轨右滑条按住第一次左滑时爆【结束】二轨左滑条中",B665,"【开始】四轨单点后，二轨左滑条按住右滑时爆【结束】一轨单点",88.2,A258,"【开始】1-2-3点后，一轨右滑条按住第一次左滑时爆【结束】二轨左滑条中",45.5,1
fenshouxin 分手信,分手信,A141,"【开始】四轨单点后爆二轨单点【结束】二轨拐条后，三轨右滑键",B：448,"【开始】一轨单点后，爆三轨单点
【结束】三轨拐条后，二轨左滑键",57,B448,"【开始】一轨单点后，爆三轨单点【结束】三轨拐条后，二轨左滑键",28.5,1
huanghouyumengxiang 皇后与梦想,皇后与梦想,B：259,"【开始】B开爆第一个点，四轨单点【结束】三轨两连点第一个",B360,"【开始】353cb一轨点接条后，过三轨点，爆二轨单点【结束】四轨两连点后，三轨单点",65.2,B261,"【开始】B开爆第三个点，四轨点【结束】三轨两连点后，一轨单点",32.7,1
jishizhidaoyaojianmian 即使知道要见面,即使知道要见面,A317,"【开始】310cb四轨条后，爆一轨右滑条【结束】二轨条中",B594,"【开始】587cb一轨条后，爆四轨左滑条【结束】三轨条中",78.2,B594,"【开始】587cb一轨条后，爆四轨左滑条【结束】三轨条中",39.1,1
nimingdehaoyou 匿名的好友,匿名的好友,A351（存气）,"【开始】四轨条后，一轨拐条按住过7cb爆【结束】a段结束，三轨单点",B574,"【开始】三轨两连点后，爆二轨左滑条【结束】一轨+三轨双条尾",79.3,B590,"【开始】二轨右滑尾后，爆一轨单点+三轨右滑条【结束】一轨+三轨双条尾",38.3,2
qinggeliangsanshou 情歌两三首,情歌两三首,B602,"【开始】一轨短条后，爆四轨单点接短条【结束】三轨条中",B692,"【开始】二轨短条后，爆三轨二连点第一个【结束】二轨拐条左滑",59.5,B692,"【开始】二轨短条后，爆三轨二连点第一个【结束】二轨拐条左滑",30.4,1
retiepifangdingdexiatian 热铁皮房顶的夏天,热铁皮房顶的夏天,A236,"【开始】231cb三轨短条按住，爆条尾+一轨两连点第一个【结束】四轨单点后，二轨单点",B530,"【开始】56cb二轨短条按住，爆条尾+四轨两连点第一个【结束】一轨单点后，三轨单点",69.9,B530,"【开始】56cb二轨短条按住，爆条尾+四轨两连点第一个【结束】一轨单点后，三轨单点",35.6,1
seve,Seve,A142,"【开始】138cb一轨右滑条按住爆左滑（二轨左滑）【结束】二轨左滑条第一次右滑",B474,"【开始】470cb二轨左滑条按住，爆第一次右滑（一轨右滑）
【结束】一轨拐条中间（二轨左滑）",89.2,B474,"【开始】470cb二轨左滑条按住，爆第一次右滑（一轨右滑）【结束】一轨拐条中间（二轨左滑）",46.5,2
shangxinchengshi 伤心城市,伤心城市,A291,"【开始】三轨短条后，一轨拐条按住右滑时爆【结束】一轨拐条右滑",B684,"【开始】一轨条后，爆二轨两连点第一个【结束】二轨单点",57.7,B684,"【开始】一轨条后，爆二轨两连点第一个【结束】二轨单点",29.4,1
suweimoumian 素未谋面,素未谋面,A132,"【开始】四轨单点后，爆一轨单点+四轨短条【结束】三轨拐条右滑尾",B518,"【开始】516cb一轨单点后，爆第二个二轨单点【结束】三轨右滑尾",61.7,B518,"【开始】516cb一轨单点后，爆第二个二轨单点【结束】三轨右滑尾",31,1
turanyichangyu 突然一场雨,突然一场雨,A252,"【开始】二轨两连点后，三轨拐条按住过2cb爆【结束】四轨点",B431,"【开始】四轨单点后，爆二轨单点【结束】四轨拐条尾",61.6,A252,"【开始】二轨两连点后，三轨拐条按住过2cb爆【结束】四轨点",31.3,2
wanfengkuaidi 晚风快递,晚风快递,B272,"【开始】266cb一轨短条后，爆五轨单点【结束】一轨单点",B399,"【开始】三轨单点后，爆二轨+四轨双打【结束】二轨拐条左滑",59.7,B272,"【开始】266cb一轨短条后，爆五轨单点【结束】一轨单点",30.5,1
weifengchui 微风吹,微风吹,A278,"【开始】四轨两连点后，三轨拐条按住2cb爆【结束】一轨+三轨双条",B673,"【开始】一轨两连点后，二轨拐条按住2cb爆【结束】二轨+四轨双条",60.3,B673,"【开始】一轨两连点后，二轨拐条按住2cb爆【结束】二轨+四轨双条",30.3,1
wurendehaibian 无人的海边,无人的海边,A177,"【开始】四轨单点后，四轨拐条按住过6cb爆【结束】三轨右滑尾",B512,"【开始】一轨单点后，一轨拐条按住过6cb爆【结束】二轨左滑尾",57.8,B512,"【开始】一轨单点后，一轨拐条按住过6cb爆【结束】二轨左滑尾",28.9,1
yangwang 仰望,仰望,A219,"【开始】217cb二轨拐条按住第一次左滑时爆【结束】一轨单点+四轨",B598,"【开始】590cb二轨左滑条第一次右滑后，按住过3cb爆【结束】四轨左滑尾",103.7,B598,"【开始】590cb二轨左滑条第一次右滑后，按住过3cb爆【结束】四轨左滑尾",52.2,2
yuyi 羽翼,羽翼,A199,"【开始】三轨短条后，爆一轨两连点第一个【结束】二轨短条后",B544,"【开始】一轨单点后，爆二轨短条【结束】三轨短条尾+一轨单点",65.3,B544,"【开始】一轨单点后，爆二轨短条【结束】三轨短条尾+一轨单点",32.6,1
animal,Animal,A381,"【开始】371cb一轨+三轨双条后，爆二轨+四轨双打【结束】a段结束二轨",B550,"【开始】三轨单点后，爆二轨拐条【结束】三轨拐条最后一拐（四轨左滑）",90,B550,"【开始】三轨单点后，爆二轨拐条【结束】三轨拐条最后一拐（四轨左滑）",45.5,1
doughnut,Doughnut,A305（存）,"【开始】二轨单点后，爆二轨条左滑尾【结束】a段结束，四轨右滑尾",B689,"【开始】二轨+五轨双打后，过四轨点，爆三轨单点【结束】三轨条中",79.6,B695,"【开始】四轨点后，爆四轨拐条【结束】三轨条中",39.7,2
fantasyworld fantasy world,Fantasy World,A327,"【开始】322cb一拐短条后，爆四轨单点接二轨+四轨双打【结束】三轨右滑键后，第二个三轨单点",B708,"【开始】703cb四轨短条后，爆一轨单点接一轨+三轨双打【结束】二轨左滑键后，第二个二轨单点",84.4,A330,"【开始】二轨+四轨双打后，爆二轨左滑键+三轨右滑条【结束】三轨单点后，二轨单点",42.2,1
guanbushangdechuang 关不上的窗,关不上的窗,A541（存）,"【开始】534cb二轨条+五轨单点后，爆二轨单点+五轨短条【结束】a段结束",B930,"【开始】924cb二轨+四轨双拐按住过6cb爆【结束】二轨+四轨双打",90.9,B925,"【开始】918cb二轨点+五轨条后，爆二轨+四轨双拐条【结束】一轨单点+五轨左滑条头",45.4,1
huxijueding 呼吸决定,呼吸决定,A360,"【开始】二轨左滑键后，爆第二个三轨单点【结束】a段结束，一轨单点",B670,"【开始】二轨单点后，爆二轨点+三轨条【结束】二轨条中+第二个四轨单点",65,B670,"【开始】二轨单点后，爆二轨点+三轨条【结束】二轨条中+第二个四轨单点",32.5,1
lairenjian 来人间,来人间,A251,"【开始】246cb四轨短条后，爆一轨右滑条【结束】二轨左滑键",B744,"【开始】739cb一轨短条后，爆四轨左滑条【结束】三轨右滑键",90.6,A251,"【开始】246cb四轨短条后，爆一轨右滑条【结束】二轨左滑键",45.3,1
liulangrensheng 流浪人生,流浪人生,A327,"【开始】四轨短条后，爆二轨左滑键+三轨两连点第一个【结束】三轨单点",B785,"【开始】一轨短条后，爆二轨两连点第一个+三轨右滑键【结束】二轨单点",91,A327,"【开始】四轨短条后，爆二轨左滑键+三轨两连点第一个【结束】三轨单点",45.5,1
mailang 麦浪,麦浪,A258,"【开始】过255cb起4-3-2点后，爆三轨两连点第一个【结束】四轨两连点",B574,"【开始】过571cb起1-2-3点后，爆二轨两连点第一个【结束】一轨两连点",68.4,B574,"【开始】过571cb起1-2-3点后，爆二轨两连点第一个【结束】一轨两连点",34.2,1
quandouhuihaoqilaide 全都会好起来的,全都会好起来的,A257,"【开始】一轨两连点后，爆三轨单点【结束】一轨右滑条+三轨右滑尾",B678,"【开始】四轨两连点后，爆二轨单点【结束】二轨左滑尾+四轨左滑条",97.1,B678,"【开始】四轨两连点后，爆二轨单点【结束】二轨左滑尾+四轨左滑条",48.7,1
Runaway,Runaway,A358,"【开始】354cb一轨右滑条按住左滑时爆【结束】二轨单点",B654,"【开始】643cb一轨点接拐条后，爆四轨拐条【结束】一轨+三轨双条",82.2,A353,"【开始】双条后，过3-2-1点，爆三轨点【结束】一轨三连点第三个",42.4,1
shimiandeye 失眠的夜,失眠的夜,B583,"【开始】四轨两连点后，爆二轨左滑条【结束】一轨条尾",B682,"【开始】三轨单点后，一轨拐条按住右滑时爆【结束】四轨单点",73.7,B583,"【开始】四轨两连点后，爆二轨左滑条【结束】一轨条尾",37.2,1
"thetakeoverthebreaksover The take Over, The Breaks Over","The Take Over, The Breaks Over",A127,"【开始】一轨单点后，爆三轨拐条【结束】一轨条头+三轨右滑键",B897,"【开始】二轨拐条后，爆三轨右滑条【结束】第二组一轨+三轨双打",115.1,B897,"【开始】二轨拐条后，爆三轨右滑条【结束】第二组一轨+三轨双打",57.8,1
timelapse time lapse,Time Lapse,A124,"【开始】121cb二轨左滑键后，过两个单点，爆一轨右滑条【结束】四轨拐条头",B551,"【开始】二轨单点后，一轨短条按住爆条尾+三轨点【结束】二轨左滑条头",72.3,B551,"【开始】二轨单点后，一轨短条按住爆条尾+三轨点【结束】二轨左滑条头",36.2,1
weifengqiaoqiao 微风悄悄,微风悄悄,B641,"【开始】小段空气后，过两个单点，爆一轨+四轨两组双打【结束】二轨点+四轨短条头",B1068,"【开始】一轨拐条后，爆二轨+四轨双打【结束】一轨条中",84.8,B641,"【开始】小段空气后，过两个单点，爆一轨+四轨两组双打【结束】二轨点+四轨短条头",45.4,1
